# SA for random K-SAT
# K = 4   N = 8192   M = 79872   seed = 2784038722
# alpha = 9.750000   nIter = 16384  Tmax = 0.200000
# 1:lowestUnsat  2:runTime
76 16384
61 16384
57 16384
68 16384
81 16384
72 16384
62 16384
68 16384
61 16384
89 16384
80 16384
63 16384
64 16384
61 16384
72 16384
69 16384
65 16384
67 16384
75 16384
73 16384
70 16384
62 16384
59 16384
66 16384
77 16384
51 16384
59 16384
67 16384
69 16384
63 16384
69 16384
70 16384
71 16384
76 16384
78 16384
78 16384
48 16384
54 16384
64 16384
53 16384
62 16384
70 16384
73 16384
73 16384
75 16384
63 16384
59 16384
73 16384
70 16384
65 16384
75 16384
71 16384
74 16384
72 16384
53 16384
73 16384
61 16384
74 16384
64 16384
61 16384
66 16384
70 16384
76 16384
56 16384
54 16384
74 16384
78 16384
60 16384
67 16384
82 16384
63 16384
48 16384
65 16384
70 16384
67 16384
77 16384
59 16384
58 16384
51 16384
61 16384
84 16384
74 16384
69 16384
83 16384
75 16384
71 16384
81 16384
64 16384
67 16384
60 16384
76 16384
79 16384
77 16384
73 16384
84 16384
68 16384
79 16384
72 16384
83 16384
61 16384
63 16384
66 16384
85 16384
56 16384
69 16384
67 16384
76 16384
76 16384
65 16384
69 16384
76 16384
71 16384
76 16384
72 16384
80 16384
67 16384
68 16384
69 16384
66 16384
76 16384
81 16384
63 16384
71 16384
65 16384
63 16384
76 16384
71 16384
85 16384
68 16384
69 16384
65 16384
68 16384
56 16384
82 16384
82 16384
60 16384
79 16384
63 16384
69 16384
70 16384
60 16384
71 16384
47 16384
56 16384
77 16384
71 16384
74 16384
70 16384
74 16384
80 16384
75 16384
67 16384
68 16384
68 16384
60 16384
73 16384
67 16384
55 16384
70 16384
59 16384
63 16384
84 16384
79 16384
62 16384
58 16384
79 16384
80 16384
69 16384
83 16384
71 16384
84 16384
68 16384
78 16384
70 16384
68 16384
57 16384
78 16384
76 16384
74 16384
75 16384
49 16384
71 16384
73 16384
75 16384
72 16384
54 16384
72 16384
79 16384
72 16384
78 16384
76 16384
88 16384
64 16384
76 16384
78 16384
77 16384
66 16384
68 16384
78 16384
70 16384
69 16384
59 16384
67 16384
68 16384
64 16384
55 16384
71 16384
63 16384
70 16384
78 16384
81 16384
58 16384
63 16384
65 16384
79 16384
66 16384
68 16384
63 16384
75 16384
77 16384
74 16384
70 16384
85 16384
72 16384
77 16384
74 16384
63 16384
66 16384
71 16384
78 16384
78 16384
86 16384
70 16384
62 16384
74 16384
68 16384
71 16384
63 16384
75 16384
60 16384
78 16384
81 16384
72 16384
75 16384
61 16384
89 16384
68 16384
74 16384
72 16384
69 16384
71 16384
54 16384
52 16384
75 16384
77 16384
56 16384
56 16384
65 16384
59 16384
69 16384
65 16384
82 16384
67 16384
66 16384
53 16384
69 16384
62 16384
53 16384
62 16384
65 16384
82 16384
65 16384
64 16384
76 16384
75 16384
68 16384
71 16384
61 16384
84 16384
74 16384
82 16384
66 16384
70 16384
77 16384
60 16384
70 16384
65 16384
83 16384
71 16384
70 16384
68 16384
77 16384
71 16384
55 16384
64 16384
80 16384
73 16384
74 16384
70 16384
79 16384
67 16384
63 16384
56 16384
67 16384
62 16384
71 16384
92 16384
70 16384
73 16384
58 16384
79 16384
67 16384
82 16384
76 16384
72 16384
65 16384
60 16384
65 16384
64 16384
65 16384
65 16384
64 16384
74 16384
76 16384
72 16384
66 16384
61 16384
74 16384
68 16384
77 16384
69 16384
78 16384
77 16384
68 16384
70 16384
86 16384
78 16384
73 16384
92 16384
70 16384
71 16384
69 16384
58 16384
63 16384
77 16384
77 16384
61 16384
74 16384
64 16384
82 16384
82 16384
71 16384
74 16384
71 16384
69 16384
75 16384
62 16384
66 16384
70 16384
71 16384
65 16384
66 16384
64 16384
76 16384
73 16384
62 16384
73 16384
79 16384
66 16384
73 16384
80 16384
68 16384
73 16384
71 16384
71 16384
71 16384
75 16384
80 16384
62 16384
73 16384
66 16384
78 16384
73 16384
69 16384
68 16384
63 16384
65 16384
79 16384
75 16384
70 16384
75 16384
76 16384
80 16384
64 16384
74 16384
64 16384
63 16384
65 16384
63 16384
62 16384
88 16384
83 16384
66 16384
67 16384
64 16384
68 16384
67 16384
69 16384
56 16384
65 16384
71 16384
65 16384
67 16384
71 16384
66 16384
67 16384
63 16384
69 16384
66 16384
74 16384
79 16384
64 16384
72 16384
85 16384
74 16384
75 16384
71 16384
94 16384
80 16384
77 16384
89 16384
78 16384
66 16384
76 16384
69 16384
67 16384
83 16384
84 16384
87 16384
60 16384
79 16384
66 16384
75 16384
63 16384
82 16384
56 16384
66 16384
58 16384
77 16384
66 16384
59 16384
71 16384
66 16384
80 16384
89 16384
74 16384
70 16384
56 16384
64 16384
67 16384
61 16384
71 16384
79 16384
58 16384
62 16384
73 16384
77 16384
62 16384
60 16384
64 16384
65 16384
84 16384
58 16384
77 16384
61 16384
84 16384
84 16384
68 16384
67 16384
63 16384
89 16384
62 16384
63 16384
74 16384
67 16384
58 16384
67 16384
67 16384
70 16384
63 16384
60 16384
80 16384
76 16384
63 16384
78 16384
63 16384
61 16384
71 16384
72 16384
74 16384
71 16384
69 16384
98 16384
68 16384
69 16384
75 16384
67 16384
63 16384
57 16384
77 16384
53 16384
75 16384
74 16384
57 16384
81 16384
78 16384
69 16384
58 16384
55 16384
75 16384
59 16384
78 16384
84 16384
57 16384
69 16384
71 16384
67 16384
75 16384
62 16384
64 16384
82 16384
83 16384
59 16384
71 16384
78 16384
66 16384
75 16384
67 16384
73 16384
74 16384
54 16384
73 16384
73 16384
78 16384
58 16384
66 16384
60 16384
65 16384
90 16384
65 16384
62 16384
56 16384
76 16384
76 16384
75 16384
72 16384
60 16384
64 16384
69 16384
63 16384
71 16384
75 16384
66 16384
61 16384
60 16384
65 16384
64 16384
61 16384
62 16384
68 16384
48 16384
72 16384
71 16384
64 16384
77 16384
68 16384
70 16384
66 16384
72 16384
80 16384
63 16384
82 16384
63 16384
70 16384
59 16384
73 16384
57 16384
78 16384
74 16384
61 16384
81 16384
71 16384
64 16384
75 16384
73 16384
75 16384
86 16384
66 16384
75 16384
59 16384
52 16384
65 16384
72 16384
83 16384
84 16384
62 16384
76 16384
66 16384
74 16384
69 16384
81 16384
82 16384
64 16384
68 16384
63 16384
64 16384
64 16384
78 16384
75 16384
73 16384
74 16384
71 16384
74 16384
67 16384
71 16384
70 16384
66 16384
61 16384
74 16384
82 16384
64 16384
78 16384
63 16384
72 16384
76 16384
71 16384
61 16384
67 16384
72 16384
61 16384
62 16384
78 16384
85 16384
62 16384
86 16384
69 16384
72 16384
66 16384
88 16384
82 16384
68 16384
67 16384
70 16384
64 16384
75 16384
82 16384
49 16384
63 16384
69 16384
74 16384
69 16384
69 16384
68 16384
75 16384
70 16384
63 16384
76 16384
65 16384
68 16384
83 16384
64 16384
64 16384
48 16384
66 16384
82 16384
65 16384
71 16384
57 16384
72 16384
70 16384
74 16384
64 16384
69 16384
64 16384
69 16384
69 16384
76 16384
72 16384
49 16384
79 16384
66 16384
79 16384
71 16384
58 16384
62 16384
59 16384
79 16384
73 16384
72 16384
55 16384
69 16384
71 16384
84 16384
61 16384
88 16384
67 16384
61 16384
67 16384
61 16384
63 16384
64 16384
68 16384
65 16384
64 16384
82 16384
88 16384
65 16384
66 16384
72 16384
71 16384
71 16384
89 16384
71 16384
69 16384
65 16384
69 16384
72 16384
69 16384
71 16384
63 16384
83 16384
58 16384
70 16384
80 16384
69 16384
67 16384
67 16384
80 16384
85 16384
69 16384
77 16384
78 16384
70 16384
72 16384
68 16384
66 16384
56 16384
71 16384
65 16384
76 16384
74 16384
54 16384
75 16384
86 16384
87 16384
69 16384
78 16384
71 16384
72 16384
57 16384
72 16384
56 16384
77 16384
54 16384
65 16384
74 16384
62 16384
55 16384
73 16384
65 16384
68 16384
75 16384
71 16384
66 16384
58 16384
77 16384
70 16384
69 16384
70 16384
64 16384
73 16384
80 16384
61 16384
70 16384
62 16384
72 16384
61 16384
72 16384
64 16384
67 16384
63 16384
52 16384
63 16384
86 16384
58 16384
71 16384
80 16384
67 16384
78 16384
74 16384
65 16384
66 16384
63 16384
74 16384
51 16384
71 16384
82 16384
62 16384
75 16384
64 16384
66 16384
73 16384
61 16384
60 16384
67 16384
76 16384
64 16384
76 16384
74 16384
72 16384
73 16384
57 16384
61 16384
64 16384
59 16384
75 16384
74 16384
67 16384
70 16384
65 16384
66 16384
70 16384
82 16384
75 16384
69 16384
77 16384
69 16384
62 16384
69 16384
78 16384
68 16384
82 16384
63 16384
82 16384
79 16384
88 16384
76 16384
84 16384
59 16384
72 16384
65 16384
54 16384
61 16384
70 16384
63 16384
70 16384
64 16384
72 16384
77 16384
80 16384
58 16384
63 16384
73 16384
66 16384
59 16384
78 16384
73 16384
69 16384
70 16384
74 16384
65 16384
69 16384
65 16384
55 16384
68 16384
62 16384
67 16384
73 16384
71 16384
54 16384
70 16384
65 16384
55 16384
74 16384
75 16384
61 16384
74 16384
67 16384
60 16384
78 16384
74 16384
80 16384
79 16384
74 16384
59 16384
49 16384
68 16384
63 16384
66 16384
77 16384
99 16384
74 16384
62 16384
73 16384
71 16384
60 16384
84 16384
74 16384
60 16384
80 16384
62 16384
82 16384
61 16384
64 16384
67 16384
74 16384
63 16384
60 16384
73 16384
61 16384
61 16384
57 16384
85 16384
74 16384
52 16384
75 16384
78 16384
65 16384
75 16384
71 16384
70 16384
61 16384
76 16384
68 16384
71 16384
78 16384
67 16384
64 16384
62 16384
73 16384
69 16384
71 16384
63 16384
69 16384
64 16384
69 16384
86 16384
69 16384
73 16384
71 16384
72 16384
55 16384
70 16384
60 16384
58 16384
61 16384
58 16384
93 16384
78 16384
73 16384
74 16384
66 16384
72 16384
67 16384
62 16384
54 16384
70 16384
64 16384
70 16384
65 16384
85 16384
67 16384
72 16384
70 16384
93 16384
76 16384
71 16384
83 16384
59 16384
80 16384
70 16384
49 16384
57 16384
72 16384
68 16384
66 16384
59 16384
70 16384
62 16384
67 16384
56 16384
61 16384
72 16384
76 16384
72 16384
78 16384
61 16384
80 16384
65 16384
69 16384
86 16384
63 16384
60 16384
63 16384
65 16384
64 16384
77 16384
72 16384
71 16384
68 16384
71 16384
64 16384
59 16384
68 16384
75 16384
63 16384
62 16384
66 16384
70 16384
69 16384
55 16384
70 16384
75 16384
81 16384
74 16384
65 16384
59 16384
69 16384
59 16384
73 16384
73 16384
58 16384
74 16384
68 16384
52 16384
67 16384
65 16384
78 16384
62 16384
75 16384
66 16384
79 16384
56 16384
60 16384
61 16384
83 16384
63 16384
74 16384
67 16384
79 16384
66 16384
63 16384
70 16384
62 16384
58 16384
60 16384
70 16384
77 16384
75 16384
83 16384
71 16384
71 16384
70 16384
76 16384
65 16384
81 16384
77 16384
61 16384
81 16384
71 16384
79 16384
73 16384
74 16384
58 16384
82 16384
59 16384
67 16384
79 16384
74 16384
83 16384
77 16384
70 16384
52 16384
73 16384
67 16384
64 16384
66 16384
64 16384
64 16384
66 16384
69 16384
59 16384
63 16384
74 16384
76 16384
64 16384
71 16384
68 16384
73 16384
73 16384
82 16384
62 16384
56 16384
68 16384
63 16384
56 16384
62 16384
80 16384
79 16384
72 16384
78 16384
74 16384
74 16384
61 16384
73 16384
59 16384
59 16384
75 16384
74 16384
68 16384
71 16384
64 16384
95 16384
63 16384
75 16384
63 16384
64 16384
73 16384
67 16384
72 16384
65 16384
59 16384
76 16384
60 16384
68 16384
77 16384
66 16384
81 16384
66 16384
68 16384
61 16384
66 16384
75 16384
73 16384
76 16384
67 16384
54 16384
76 16384
78 16384
69 16384
66 16384
64 16384
72 16384
82 16384
56 16384
73 16384
73 16384
79 16384
69 16384
60 16384
62 16384
71 16384
75 16384
70 16384
66 16384
71 16384
80 16384
76 16384
80 16384
68 16384
66 16384
68 16384
78 16384
64 16384
75 16384
48 16384
75 16384
65 16384
55 16384
66 16384
57 16384
90 16384
75 16384
78 16384
70 16384
65 16384
61 16384
73 16384
58 16384
54 16384
72 16384
74 16384
72 16384
73 16384
76 16384
69 16384
60 16384
67 16384
65 16384
72 16384
70 16384
62 16384
77 16384
83 16384
64 16384
61 16384
56 16384
86 16384
66 16384
64 16384
95 16384
76 16384
61 16384
70 16384
63 16384
54 16384
74 16384
60 16384
64 16384
71 16384
72 16384
69 16384
74 16384
65 16384
71 16384
77 16384
63 16384
63 16384
64 16384
68 16384
75 16384
72 16384
70 16384
63 16384
73 16384
55 16384
78 16384
83 16384
62 16384
67 16384
66 16384
75 16384
66 16384
54 16384
74 16384
66 16384
66 16384
64 16384
73 16384
57 16384
72 16384
69 16384
80 16384
58 16384
55 16384
80 16384
74 16384
67 16384
65 16384
70 16384
63 16384
70 16384
70 16384
68 16384
63 16384
89 16384
65 16384
75 16384
75 16384
69 16384
75 16384
68 16384
82 16384
73 16384
73 16384
75 16384
75 16384
79 16384
68 16384
74 16384
52 16384
72 16384
60 16384
87 16384
66 16384
73 16384
79 16384
60 16384
77 16384
66 16384
68 16384
78 16384
69 16384
83 16384
66 16384
67 16384
77 16384
78 16384
70 16384
78 16384
66 16384
74 16384
66 16384
75 16384
59 16384
72 16384
57 16384
62 16384
70 16384
69 16384
78 16384
73 16384
53 16384
64 16384
72 16384
69 16384
72 16384
75 16384
60 16384
79 16384
53 16384
75 16384
71 16384
77 16384
78 16384
69 16384
62 16384
73 16384
53 16384
62 16384
76 16384
69 16384
66 16384
66 16384
79 16384
63 16384
83 16384
71 16384
65 16384
82 16384
86 16384
71 16384
76 16384
81 16384
75 16384
77 16384
64 16384
72 16384
70 16384
65 16384
71 16384
75 16384
66 16384
64 16384
75 16384
74 16384
58 16384
81 16384
89 16384
88 16384
75 16384
52 16384
77 16384
71 16384
80 16384
77 16384
71 16384
69 16384
66 16384
54 16384
59 16384
71 16384
61 16384
66 16384
68 16384
61 16384
69 16384
67 16384
73 16384
82 16384
61 16384
71 16384
57 16384
84 16384
55 16384
72 16384
67 16384
65 16384
69 16384
65 16384
72 16384
61 16384
67 16384
69 16384
52 16384
71 16384
53 16384
61 16384
66 16384
64 16384
71 16384
67 16384
67 16384
54 16384
62 16384
68 16384
74 16384
61 16384
76 16384
70 16384
67 16384
73 16384
90 16384
79 16384
72 16384
76 16384
71 16384
75 16384
66 16384
70 16384
50 16384
65 16384
70 16384
76 16384
64 16384
69 16384
81 16384
59 16384
59 16384
74 16384
73 16384
73 16384
73 16384
82 16384
65 16384
78 16384
64 16384
71 16384
71 16384
72 16384
73 16384
68 16384
68 16384
69 16384
65 16384
84 16384
75 16384
69 16384
76 16384
67 16384
71 16384
74 16384
72 16384
67 16384
67 16384
73 16384
70 16384
70 16384
69 16384
78 16384
72 16384
63 16384
63 16384
83 16384
81 16384
88 16384
63 16384
83 16384
75 16384
73 16384
74 16384
64 16384
62 16384
55 16384
68 16384
64 16384
63 16384
70 16384
76 16384
62 16384
88 16384
58 16384
72 16384
53 16384
59 16384
68 16384
73 16384
66 16384
69 16384
63 16384
62 16384
65 16384
64 16384
72 16384
62 16384
71 16384
66 16384
58 16384
57 16384
70 16384
62 16384
56 16384
72 16384
78 16384
75 16384
73 16384
69 16384
58 16384
77 16384
75 16384
68 16384
64 16384
79 16384
78 16384
68 16384
60 16384
69 16384
69 16384
66 16384
72 16384
76 16384
62 16384
75 16384
62 16384
80 16384
83 16384
61 16384
72 16384
59 16384
77 16384
57 16384
78 16384
72 16384
60 16384
64 16384
61 16384
55 16384
69 16384
47 16384
62 16384
71 16384
76 16384
63 16384
74 16384
64 16384
75 16384
67 16384
72 16384
68 16384
77 16384
71 16384
66 16384
63 16384
73 16384
68 16384
62 16384
77 16384
76 16384
64 16384
82 16384
72 16384
71 16384
64 16384
70 16384
61 16384
65 16384
68 16384
56 16384
68 16384
77 16384
65 16384
83 16384
73 16384
57 16384
71 16384
63 16384
61 16384
61 16384
72 16384
61 16384
80 16384
73 16384
63 16384
71 16384
63 16384
85 16384
78 16384
80 16384
72 16384
68 16384
67 16384
74 16384
61 16384
83 16384
77 16384
72 16384
64 16384
68 16384
67 16384
67 16384
60 16384
81 16384
79 16384
76 16384
82 16384
77 16384
74 16384
76 16384
55 16384
65 16384
74 16384
58 16384
56 16384
74 16384
66 16384
65 16384
73 16384
64 16384
69 16384
60 16384
68 16384
75 16384
93 16384
64 16384
81 16384
70 16384
68 16384
64 16384
64 16384
61 16384
64 16384
62 16384
67 16384
61 16384
69 16384
63 16384
77 16384
67 16384
63 16384
70 16384
57 16384
60 16384
67 16384
90 16384
61 16384
70 16384
59 16384
71 16384
83 16384
73 16384
76 16384
74 16384
60 16384
70 16384
74 16384
53 16384
63 16384
67 16384
63 16384
60 16384
80 16384
69 16384
88 16384
64 16384
71 16384
66 16384
77 16384
78 16384
80 16384
69 16384
56 16384
65 16384
76 16384
67 16384
69 16384
67 16384
87 16384
60 16384
75 16384
66 16384
77 16384
73 16384
74 16384
68 16384
57 16384
72 16384
64 16384
75 16384
79 16384
76 16384
76 16384
77 16384
70 16384
70 16384
58 16384
67 16384
75 16384
67 16384
41 16384
58 16384
69 16384
81 16384
68 16384
61 16384
56 16384
69 16384
81 16384
66 16384
79 16384
86 16384
74 16384
68 16384
93 16384
64 16384
53 16384
72 16384
63 16384
79 16384
58 16384
78 16384
64 16384
54 16384
73 16384
73 16384
65 16384
67 16384
82 16384
75 16384
58 16384
74 16384
68 16384
65 16384
77 16384
68 16384
81 16384
84 16384
71 16384
85 16384
63 16384
74 16384
53 16384
60 16384
64 16384
69 16384
58 16384
71 16384
72 16384
69 16384
52 16384
63 16384
61 16384
69 16384
75 16384
87 16384
72 16384
70 16384
79 16384
67 16384
70 16384
76 16384
64 16384
74 16384
71 16384
66 16384
67 16384
71 16384
65 16384
67 16384
67 16384
84 16384
76 16384
62 16384
56 16384
60 16384
62 16384
76 16384
67 16384
75 16384
66 16384
65 16384
72 16384
81 16384
62 16384
64 16384
62 16384
61 16384
59 16384
77 16384
58 16384
73 16384
69 16384
73 16384
59 16384
79 16384
82 16384
88 16384
66 16384
79 16384
64 16384
75 16384
64 16384
58 16384
74 16384
78 16384
73 16384
78 16384
77 16384
86 16384
77 16384
63 16384
61 16384
61 16384
88 16384
77 16384
91 16384
73 16384
70 16384
66 16384
70 16384
56 16384
66 16384
52 16384
61 16384
57 16384
76 16384
77 16384
50 16384
72 16384
57 16384
75 16384
63 16384
65 16384
76 16384
74 16384
72 16384
84 16384
68 16384
71 16384
63 16384
85 16384
76 16384
83 16384
65 16384
75 16384
84 16384
64 16384
75 16384
74 16384
69 16384
61 16384
86 16384
64 16384
60 16384
75 16384
57 16384
70 16384
66 16384
71 16384
64 16384
73 16384
63 16384
74 16384
78 16384
68 16384
75 16384
67 16384
56 16384
75 16384
67 16384
70 16384
70 16384
84 16384
75 16384
69 16384
66 16384
79 16384
72 16384
66 16384
63 16384
72 16384
78 16384
85 16384
75 16384
66 16384
80 16384
58 16384
68 16384
64 16384
76 16384
53 16384
64 16384
68 16384
60 16384
78 16384
79 16384
68 16384
66 16384
77 16384
72 16384
67 16384
57 16384
79 16384
59 16384
75 16384
75 16384
72 16384
54 16384
73 16384
85 16384
80 16384
65 16384
53 16384
83 16384
67 16384
78 16384
72 16384
68 16384
76 16384
69 16384
74 16384
80 16384
64 16384
82 16384
86 16384
69 16384
73 16384
51 16384
88 16384
75 16384
72 16384
72 16384
64 16384
66 16384
85 16384
57 16384
60 16384
59 16384
87 16384
81 16384
65 16384
64 16384
75 16384
63 16384
77 16384
75 16384
67 16384
60 16384
68 16384
93 16384
69 16384
73 16384
64 16384
67 16384
62 16384
97 16384
75 16384
64 16384
67 16384
72 16384
63 16384
72 16384
82 16384
68 16384
87 16384
68 16384
82 16384
59 16384
82 16384
63 16384
77 16384
82 16384
69 16384
62 16384
80 16384
74 16384
64 16384
63 16384
86 16384
74 16384
63 16384
66 16384
70 16384
71 16384
72 16384
67 16384
66 16384
64 16384
64 16384
75 16384
84 16384
73 16384
63 16384
62 16384
77 16384
65 16384
67 16384
74 16384
63 16384
64 16384
61 16384
71 16384
77 16384
51 16384
58 16384
64 16384
75 16384
59 16384
78 16384
77 16384
61 16384
80 16384
75 16384
66 16384
67 16384
66 16384
69 16384
77 16384
68 16384
62 16384
68 16384
78 16384
73 16384
79 16384
67 16384
57 16384
87 16384
62 16384
77 16384
77 16384
64 16384
49 16384
70 16384
72 16384
64 16384
71 16384
74 16384
89 16384
54 16384
72 16384
70 16384
63 16384
68 16384
75 16384
80 16384
60 16384
61 16384
90 16384
69 16384
82 16384
61 16384
66 16384
64 16384
77 16384
60 16384
79 16384
68 16384
65 16384
72 16384
56 16384
55 16384
67 16384
65 16384
65 16384
56 16384
80 16384
78 16384
86 16384
70 16384
66 16384
77 16384
77 16384
62 16384
72 16384
77 16384
75 16384
70 16384
69 16384
66 16384
68 16384
68 16384
77 16384
63 16384
65 16384
69 16384
54 16384
78 16384
74 16384
75 16384
74 16384
63 16384
73 16384
64 16384
78 16384
72 16384
79 16384
64 16384
76 16384
74 16384
76 16384
74 16384
69 16384
72 16384
65 16384
67 16384
70 16384
63 16384
74 16384
63 16384
64 16384
72 16384
67 16384
63 16384
81 16384
72 16384
69 16384
58 16384
63 16384
68 16384
60 16384
62 16384
69 16384
60 16384
74 16384
69 16384
76 16384
69 16384
81 16384
64 16384
58 16384
69 16384
53 16384
74 16384
64 16384
64 16384
57 16384
78 16384
56 16384
64 16384
54 16384
77 16384
68 16384
63 16384
78 16384
80 16384
77 16384
74 16384
68 16384
64 16384
74 16384
77 16384
61 16384
69 16384
68 16384
68 16384
78 16384
76 16384
67 16384
67 16384
54 16384
61 16384
76 16384
64 16384
68 16384
68 16384
62 16384
72 16384
62 16384
75 16384
67 16384
58 16384
59 16384
79 16384
60 16384
53 16384
71 16384
67 16384
68 16384
73 16384
70 16384
67 16384
67 16384
71 16384
71 16384
71 16384
63 16384
82 16384
70 16384
77 16384
75 16384
70 16384
72 16384
70 16384
64 16384
68 16384
59 16384
77 16384
61 16384
56 16384
61 16384
71 16384
58 16384
75 16384
72 16384
55 16384
68 16384
65 16384
69 16384
61 16384
78 16384
73 16384
62 16384
77 16384
70 16384
76 16384
61 16384
88 16384
80 16384
62 16384
75 16384
73 16384
81 16384
75 16384
75 16384
69 16384
86 16384
60 16384
61 16384
66 16384
77 16384
87 16384
64 16384
73 16384
56 16384
66 16384
68 16384
67 16384
62 16384
67 16384
64 16384
69 16384
64 16384
58 16384
91 16384
81 16384
70 16384
62 16384
50 16384
68 16384
65 16384
72 16384
63 16384
65 16384
71 16384
60 16384
76 16384
70 16384
61 16384
83 16384
60 16384
65 16384
75 16384
60 16384
57 16384
77 16384
67 16384
54 16384
69 16384
85 16384
79 16384
59 16384
76 16384
69 16384
81 16384
57 16384
72 16384
70 16384
56 16384
59 16384
55 16384
64 16384
47 16384
62 16384
70 16384
67 16384
76 16384
61 16384
69 16384
65 16384
68 16384
68 16384
53 16384
73 16384
70 16384
54 16384
71 16384
77 16384
64 16384
82 16384
80 16384
69 16384
68 16384
71 16384
83 16384
64 16384
65 16384
63 16384
70 16384
72 16384
67 16384
70 16384
66 16384
75 16384
68 16384
68 16384
79 16384
74 16384
73 16384
82 16384
80 16384
80 16384
65 16384
63 16384
70 16384
73 16384
55 16384
69 16384
73 16384
60 16384
63 16384
60 16384
83 16384
68 16384
54 16384
70 16384
76 16384
59 16384
71 16384
74 16384
77 16384
69 16384
73 16384
68 16384
87 16384
73 16384
60 16384
84 16384
59 16384
64 16384
83 16384
73 16384
57 16384
64 16384
61 16384
58 16384
71 16384
68 16384
66 16384
66 16384
78 16384
77 16384
68 16384
50 16384
71 16384
65 16384
74 16384
62 16384
80 16384
69 16384
77 16384
58 16384
76 16384
63 16384
72 16384
57 16384
79 16384
67 16384
70 16384
75 16384
92 16384
64 16384
64 16384
64 16384
62 16384
53 16384
59 16384
70 16384
76 16384
70 16384
73 16384
67 16384
63 16384
83 16384
59 16384
55 16384
64 16384
70 16384
62 16384
64 16384
60 16384
75 16384
66 16384
67 16384
58 16384
69 16384
57 16384
71 16384
76 16384
76 16384
66 16384
58 16384
68 16384
73 16384
66 16384
64 16384
58 16384
